Intern L1;Intern L2;Intern ID;Ensiffrig SNI;Tvåsiffrig SNI;Tresiffrig SNI;Fyrsiffrig SNI;Femsiffrig SNI
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.11 Odling av spannmål (utom ris), baljväxter och oljeväxter;01.110 Odling av spannmål (utom ris), baljväxter och oljeväxter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.12 Odling av ris;01.120 Odling av ris
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.13 Odling av grönsaker och meloner, rotfrukter och stam- eller rotknölar;01.131 Potatisodling
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.13 Odling av grönsaker och meloner, rotfrukter och stam- eller rotknölar;01.132 Sockerbetsodling
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.13 Odling av grönsaker och meloner, rotfrukter och stam- eller rotknölar;01.133 Odling av grönsaker (köksväxter) på friland
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.13 Odling av grönsaker och meloner, rotfrukter och stam- eller rotknölar;01.134 Odling av grönsaker (köksväxter) i växthus
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.13 Odling av grönsaker och meloner, rotfrukter och stam- eller rotknölar;01.135 Svampodling m.m.
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.14 Odling av sockerrör;01.140 Odling av sockerrör
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.15 Odling av tobak;01.150 Odling av tobak
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.16 Odling av fiberväxter;01.160 Odling av fiberväxter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.19 Odling av andra ett- och tvååriga växter;01.191 Odling av prydnadsväxter i växthus
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.1 Odling av ett- och tvååriga växter;01.19 Odling av andra ett- och tvååriga växter;01.199 Odling av övriga ett- och tvååriga växter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.21 Odling av druvor;01.210 Odling av druvor
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.22 Odling av tropiska och subtropiska frukter;01.220 Odling av tropiska och subtropiska frukter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.23 Odling av citrusfrukter;01.230 Odling av citrusfrukter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.24 Odling av kärnfrukter och stenfrukter;01.240 Odling av kärnfrukter och stenfrukter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.25 Odling av andra frukter och bär samt nötter;01.250 Odling av andra frukter och bär samt nötter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.26 Odling av oljehaltiga frukter;01.260 Odling av oljehaltiga frukter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.27 Odling av växter för dryckesframställning;01.270 Odling av växter för dryckesframställning
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.28 Odling av kryddväxter, drog- och medicinalväxter;01.280 Odling av kryddväxter, drog- och medicinalväxter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.2 Odling av fleråriga växter;01.29 Odling av andra fleråriga växter;01.290 Odling av andra fleråriga växter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.3 Odling av plantskoleväxter;01.30 Odling av plantskoleväxter;01.301 Odling av plantskoleväxter i växthus
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.3 Odling av plantskoleväxter;01.30 Odling av plantskoleväxter;01.302 Odling av plantskoleväxter m.m. på friland
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.41 Mjölkproduktion och uppfödning av nötkreatur av mjölkras;01.410 Mjölkproduktion och uppfödning av nötkreatur av mjölkras
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.42 Uppfödning av andra nötkreatur och bufflar;01.420 Uppfödning av andra nötkreatur och bufflar
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.43 Uppfödning av hästar och andra hästdjur;01.430 Uppfödning av hästar och andra hästdjur
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.44 Uppfödning av kameler och kameldjur;01.440 Uppfödning av kameler och kameldjur
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.45 Uppfödning av får och getter;01.450 Uppfödning av får och getter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.46 Uppfödning av svin;01.461 Uppfödning av smågrisar
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.46 Uppfödning av svin;01.462 Uppfödning av slaktsvin
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.47 Äggproduktion och uppfödning av fjäderfä;01.471 Äggproduktion (för försäljning)
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.47 Äggproduktion och uppfödning av fjäderfä;01.472 Uppfödning av fjäderfä, ej äggproduktion
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.49 Uppfödning av andra djur;01.491 Renskötsel
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.49 Uppfödning av andra djur;01.492 Uppfödning av sällskapsdjur
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.4 Husdjursskötsel;01.49 Uppfödning av andra djur;01.499 Övrig uppfödning av andra djur
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.5 Blandat jordbruk;01.50 Blandat jordbruk;01.500 Blandat jordbruk
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.6 Service till jordbruk och bearbetning av skördade växter;01.61 Service till växtodling;01.610 Service till växtodling
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.6 Service till jordbruk och bearbetning av skördade växter;01.62 Service till husdjursskötsel;01.620 Service till husdjursskötsel
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.6 Service till jordbruk och bearbetning av skördade växter;01.63 Bearbetning av skördade växter;01.630 Bearbetning av skördade växter
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.6 Service till jordbruk och bearbetning av skördade växter;01.64 Bearbetning av utsäde;01.640 Bearbetning av utsäde
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;01. Jordbruk och jakt samt service i anslutning härtill;01.7 Jakt och service i anslutning härtill;01.70 Jakt och service i anslutning härtill;01.700 Jakt och service i anslutning härtill
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;02. Skogsbruk;02.1 Skogsförvaltning och skogsskötsel;02.10 Skogsförvaltning och skogsskötsel;02.101 Skogsförvaltning
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;02. Skogsbruk;02.1 Skogsförvaltning och skogsskötsel;02.10 Skogsförvaltning och skogsskötsel;02.102 Skogsskötsel
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;02. Skogsbruk;02.1 Skogsförvaltning och skogsskötsel;02.10 Skogsförvaltning och skogsskötsel;02.109 Övrig skoglig verksamhet
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;02. Skogsbruk;02.2 Drivning;02.20 Drivning;02.200 Drivning
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;02. Skogsbruk;02.3 Insamling av annat vilt växande skogsmaterial än trä;02.30 Insamling av annat vilt växande skogsmaterial än trä;02.300 Insamling av annat vilt växande skogsmaterial än trä
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;02. Skogsbruk;02.4 Service till skogsbruk;02.40 Service till skogsbruk;02.401 Virkesmätning
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;02. Skogsbruk;02.4 Service till skogsbruk;02.40 Service till skogsbruk;02.409 Övrig service till skogsbruk
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;03. Fiske och vattenbruk;03.1 Fiske;03.11 Saltvattensfiske;03.111 Trålfiske i saltvatten
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;03. Fiske och vattenbruk;03.1 Fiske;03.11 Saltvattensfiske;03.119 Övrigt saltvattensfiske
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;03. Fiske och vattenbruk;03.1 Fiske;03.12 Sötvattensfiske;03.120 Sötvattensfiske
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;03. Fiske och vattenbruk;03.2 Vattenbruk;03.21 Fiskodling i salvatten;03.210 Fiskodling i saltvatten
1. Naturbruk;1.1 Övrig naturbruk;1;A Jordbruk, skogsbruk och fiske;03. Fiske och vattenbruk;03.2 Vattenbruk;03.22 Fiskodling i sötvatten;03.220 Fiskodling i sötvatten
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;05. Kolutvinning;05.1 Stenkolsutvinning;05.10 Stenkolsutvinning;05.100 Stenkolsutvinning
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;05. Kolutvinning;05.2 Brunkolsutvinning;05.20 Brunkolsutvinning;05.200 Brunkolsutvinning
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;06. Utvinning av råpetroleum och naturgas;06.1 Utvinning av råpetroleum;06.10 Utvinning av råpetroleum;06.100 Utvinning av råpetroleum
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;06. Utvinning av råpetroleum och naturgas;06.2 Utvinning av naturgas;06.20 Utvinning av naturgas;06.200 Utvinning av naturgas
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;07. Utvinning av metallmalmer;07.1 Järnmalmsutvinning;07.10 Järnmalmsutvinning;07.100 Järnmalmsutvinning
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;07. Utvinning av metallmalmer;07.2 Utvinning av andra metallmalmer än järnmalm;07.21 Utvinning av uran- och toriummalm;07.210 Utvinning av uran- och toriummalm
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;07. Utvinning av metallmalmer;07.2 Utvinning av andra metallmalmer än järnmalm;07.29 Utvinning av annan malm;07.290 Utvinning av annan malm
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;08. Annan utvinning av mineral;08.1 Utvinning av sand, grus, sten och lera;08.11 Brytning av natursten, kalk- och gipssten, krita och skiffer;08.110 Brytning av natursten, kalk- och gipssten, krita och skiffer
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;08. Annan utvinning av mineral;08.1 Utvinning av sand, grus, sten och lera;"08.12 Utvinning av sand, grus och berg; utvinning av lera och kaolin";"08.120 Utvinning av sand, grus och berg; utvinning av lera och kaolin"
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;08. Annan utvinning av mineral;08.9 Övrig utvinning av mineral;08.91 Brytning av kemiska mineral;08.910 Brytning av kemiska mineral
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;08. Annan utvinning av mineral;08.9 Övrig utvinning av mineral;08.92 Torvutvinning;08.920 Torvutvinning
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;08. Annan utvinning av mineral;08.9 Övrig utvinning av mineral;08.93 Saltutvinning;08.930 Saltutvinning
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;08. Annan utvinning av mineral;08.9 Övrig utvinning av mineral;08.99 Diverse övrig utvinning av mineral;08.990 Diverse övrig utvinning av mineral
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;09. Service till utvinning;09.1 Stödtjänster till råpetroleum- och naturgasutvinning;09.10 Stödtjänster till råpetroleum- och naturgasutvinning;09.100 Stödtjänster till råpetroleum- och naturgasutvinning
1. Naturbruk;1.1 Övrig naturbruk;1;B Utvinning av mineral;09. Service till utvinning;09.9 Stödtjänster till annan utvinning;09.90 Stödtjänster till annan utvinning;09.900 Stödtjänster till annan utvinning
2. Livsmedelsframställning;2.3 Kött, fågel och fisk;4;C Tillverkning;10. Livsmedelsframställning;10.1 Beredning och hållbarhetsbehandling av kött och köttvaror;10.11 Beredning och hållbarhetsbehandling av kreaturskött;10.111 Kreatursslakt
2. Livsmedelsframställning;2.3 Kött, fågel och fisk;4;C Tillverkning;10. Livsmedelsframställning;10.1 Beredning och hållbarhetsbehandling av kött och köttvaror;10.11 Beredning och hållbarhetsbehandling av kreaturskött;10.112 Styckning av kött
2. Livsmedelsframställning;2.3 Kött, fågel och fisk;4;C Tillverkning;10. Livsmedelsframställning;10.1 Beredning och hållbarhetsbehandling av kött och köttvaror;10.12 Beredning och hållbarhetsbehandling av fjäderfäkött;10.120 Beredning och hållbarhetsbehandling av fjäderfäkött
2. Livsmedelsframställning;2.3 Kött, fågel och fisk;4;C Tillverkning;10. Livsmedelsframställning;10.1 Beredning och hållbarhetsbehandling av kött och köttvaror;10.13 Charkuteri- och annan köttvarutillverkning;10.130 Charkuteri- och annan köttvarutillverkning
2. Livsmedelsframställning;2.3 Kött, fågel och fisk;4;C Tillverkning;10. Livsmedelsframställning;10.2 Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur;10.20 Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur;10.200 Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.3 Beredning och hållbarhetsbehandling av frukt, bär och grönsaker;10.31 Beredning och hållbarhetsbehandling av potatis;10.310 Beredning och hållbarhetsbehandling av potatis
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.3 Beredning och hållbarhetsbehandling av frukt, bär och grönsaker;10.32 Juice- och safttillverkning;10.320 Juice- och safttillverkning
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.3 Beredning och hållbarhetsbehandling av frukt, bär och grönsaker;10.39 Annan beredning och hållbarhetsbehandling av frukt, bär och grönsaker;10.390 Annan beredning och hållbarhetsbehandling av frukt, bär och grönsaker
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.4 Framställning av vegetabiliska och animaliska oljor och fetter;10.41 Framställning av oljor och fetter;10.410 Framställning av oljor och fetter
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.4 Framställning av vegetabiliska och animaliska oljor och fetter;10.42 Matfettstillverkning;10.420 Matfettstillverkning
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.5 Mejerivaru- och glasstillverkning;10.51 Mejerivarutillverkning;10.511 Osttillverkning
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.5 Mejerivaru- och glasstillverkning;10.51 Mejerivarutillverkning;10.519 Annan mejerivarutillverkning
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.5 Mejerivaru- och glasstillverkning;10.52 Glasstillverkning;10.520 Glasstillverkning
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.6 Tillverkning av kvarnprodukter och stärkelse;10.61 Tillverkning av kvarnprodukter;10.611 Mjöltillverkning
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.6 Tillverkning av kvarnprodukter och stärkelse;10.61 Tillverkning av kvarnprodukter;10.612 Tillverkning av frukostflingor, mixer och andra livsmedelsberedningar av kvarnprodukter
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.6 Tillverkning av kvarnprodukter och stärkelse;10.62 Stärkelsetillverkning;10.620 Stärkelsetillverkning
2. Livsmedelsframställning;2.1 Bageri;2;C Tillverkning;10. Livsmedelsframställning;10.7 Tillverkning av bageri- och mjölprodukter;10.71 Tillverkning av mjukt matbröd och färska bakverk;10.710 Tillverkning av mjukt matbröd och färska bakverk
2. Livsmedelsframställning;2.1 Bageri;2;C Tillverkning;10. Livsmedelsframställning;10.7 Tillverkning av bageri- och mjölprodukter;10.72 Tillverkning av knäckebröd, kex och konserverade bakverk;10.721 Knäckebrödstillverkning
2. Livsmedelsframställning;2.1 Bageri;2;C Tillverkning;10. Livsmedelsframställning;10.7 Tillverkning av bageri- och mjölprodukter;10.72 Tillverkning av knäckebröd, kex och konserverade bakverk;10.722 Tillverkning av kex och konserverade bakverk
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.7 Tillverkning av bageri- och mjölprodukter;10.73 Tillverkning av pastaprodukter;10.730 Tillverkning av pastaprodukter
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.8 Annan livsmedelsframställning;10.81 Sockertillverkning;10.810 Sockertillverkning
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.8 Annan livsmedelsframställning;10.82 Tillverkning av choklad, choklad- och sockerkonfektyrer;10.821 Tillverkning av sockerkonfektyrer
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.8 Annan livsmedelsframställning;10.82 Tillverkning av choklad, choklad- och sockerkonfektyrer;10.822 Tillverkning av choklad och chokladkonfektyrer
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.8 Annan livsmedelsframställning;10.83 Framställning av te och kaffe;10.830 Framställning av te och kaffe
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.8 Annan livsmedelsframställning;10.84 Tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel;10.840 Tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.8 Annan livsmedelsframställning;10.85 Tillverkning av lagad mat och färdigrätter;10.850 Tillverkning av lagad mat och färdigrätter
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.8 Annan livsmedelsframställning;10.86 Tillverkning av homogeniserade livsmedelspreparat inklusive dietmat;10.860 Tillverkning av homogeniserade livsmedelspreparat inklusive dietmat
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.8 Annan livsmedelsframställning;10.89 Framställning av andra livsmedel;10.890 Framställning av andra livsmedel
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.9 Framställning av beredda djurfoder;10.91 Framställning av beredda fodermedel;10.910 Framställning av beredda fodermedel
2. Livsmedelsframställning;2.5 Övrig livsmedelsframställning;6;C Tillverkning;10. Livsmedelsframställning;10.9 Framställning av beredda djurfoder;10.92 Framställning av mat till sällskapsdjur;10.920 Framställning av mat till sällskapsdjur
2. Livsmedelsframställning;2.2 Dryckestillverkning;3;C Tillverkning;11. Framställning av drycker;11.0 Framställning av drycker;11.01 Destillering, rening och tillblandning av spritdrycker;11.010 Destillering, rening och tillblandning av spritdrycker
2. Livsmedelsframställning;2.2 Dryckestillverkning;3;C Tillverkning;11. Framställning av drycker;11.0 Framställning av drycker;11.02 Framställning av vin från druvor;11.020 Framställning av vin från druvor
2. Livsmedelsframställning;2.2 Dryckestillverkning;3;C Tillverkning;11. Framställning av drycker;11.0 Framställning av drycker;11.03 Framställning av cider och andra fruktviner;11.030 Framställning av cider och andra fruktviner
2. Livsmedelsframställning;2.2 Dryckestillverkning;3;C Tillverkning;11. Framställning av drycker;11.0 Framställning av drycker;11.04 Framställning av andra icke-destillerade jästa drycker;11.040 Framställning av andra icke-destillerade jästa drycker
2. Livsmedelsframställning;2.2 Dryckestillverkning;3;C Tillverkning;11. Framställning av drycker;11.0 Framställning av drycker;11.05 Framställning av öl;11.050 Framställning av öl
2. Livsmedelsframställning;2.2 Dryckestillverkning;3;C Tillverkning;11. Framställning av drycker;11.0 Framställning av drycker;11.06 Framställning av malt;11.060 Framställning av malt
2. Livsmedelsframställning;2.2 Dryckestillverkning;3;C Tillverkning;11. Framställning av drycker;11.0 Framställning av drycker;11.07 Framställning av läskedrycker, mineralvatten och annat vatten på flaska;11.070 Framställning av läskedrycker, mineralvatten och annat vatten på flaska
2. Livsmedelsframställning;2.2 Dryckestillverkning;3;C Tillverkning;12. Tobaksvarutillverkning;12.0 Tobaksvarutillverkning;12.00 Tobaksvarutillverkning;12.000 Tobaksvarutillverkning
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.1 Garntillverkning;13.10 Garntillverkning;13.100 Garntillverkning
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.2 Vävnadstillverkning;13.20 Vävnadstillverkning;13.200 Vävnadstillverkning
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.3 Blekning, färgning och annan textilberedning;13.30 Blekning, färgning och annan textilberedning;13.300 Blekning, färgning och annan textilberedning
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.9 Annan textilietillverkning;13.91 Tillverkning av trikåväv;13.910 Tillverkning av trikåväv
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.9 Annan textilietillverkning;13.92 Tillverkning av sydda textilvaror utom beklädnadsvaror;13.921 Sömnad av gardiner, sängkläder och linnevaror
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.9 Annan textilietillverkning;13.92 Tillverkning av sydda textilvaror utom beklädnadsvaror;13.922 Tillverkning av presenningar, tält, segel o.d.
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.9 Annan textilietillverkning;13.93 Tillverkning av mattor;13.930 Tillverkning av mattor
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.9 Annan textilietillverkning;13.94 Tågvirkes- och bindgarnstillverkning;13.940 Tågvirkes- och bindgarnstillverkning
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.9 Annan textilietillverkning;13.95 Tillverkning av bondad duk;13.950 Tillverkning av bondad duk
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.9 Annan textilietillverkning;13.96 Tillverkning av andra tekniska textilier och industritextilier;13.960 Tillverkning av andra tekniska textilier och industritextilier
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;13. Textilvarutillverkning;13.9 Annan textilietillverkning;13.99 Övrig textilietillverkning;13.990 Övrig textilietillverkning
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;14. Tillverkning av kläder;14.1 Tillverkning av kläder, utom pälsvaror;14.11 Tillverkning av läder- och skinnkläder;14.110 Tillverkning av läder- och skinnkläder
3. Tillverkning;3.7 Textiltillverkning;13;C Tillverkning;14. Tillverkning av kläder;14.1 Tillverkning av kläder, utom pälsvaror;14.12 Tillverkning av arbets-, skydds- och överdragskläder;14.120 Tillverkning av arbets-, skydds- och överdragskläder
