Intern L1;Intern L2;Intern ID;Ensiffrig SNI;Tvåsiffrig SNI;Tresiffrig SNI;Fyrsiffrig SNI;Femsiffrig SNI
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.2 Tillverkning av cisterner, tankar, kar och andra behållare av metall;25.21 Tillverkning av radiatorer och pannor för centraluppvärmning;25.210 Tillverkning av radiatorer och pannor för centraluppvärmning
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.2 Tillverkning av cisterner, tankar, kar och andra behållare av metall;25.29 Tillverkning av andra cisterner, tankar, kar och andra behållare av metall;25.290 Tillverkning av andra cisterner, tankar, kar och andra behållare av metall
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.3 Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning;25.30 Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning;25.300 Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.4 Tillverkning av vapen och ammunition;25.40 Tillverkning av vapen och ammunition;25.400 Tillverkning av vapen och ammunition
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;"25.5 Smidning, pressning, prägling och valsning av metall; pulvermetallurgi";"25.50 Smidning, pressning, prägling och valsning av metall; pulvermetallurgi";"25.500 Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;"25.6 Beläggning och överdragning av metall; metallegoarbeten";25.61 Beläggning och överdragning av metall;25.610 Beläggning och överdragning av metall
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;"25.6 Beläggning och överdragning av metall; metallegoarbeten";25.62 Metallegoarbeten;25.620 Metallegoarbeten
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.7 Tillverkning av bestick, verktyg och andra järnhandelsvaror;25.71 Tillverkning av bestick;25.710 Tillverkning av bestick
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.7 Tillverkning av bestick, verktyg och andra järnhandelsvaror;25.72 Tillverkning av lås och gångjärn;25.720 Tillverkning av lås och gångjärn
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.7 Tillverkning av bestick, verktyg och andra järnhandelsvaror;25.73 Tillverkning av verktyg och redskap;25.730 Tillverkning av verktyg och redskap
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.9 Annan metallvarutillverkning;25.91 Tillverkning av stålfat o.d. behållare;25.910 Tillverkning av stålfat o.d. behållare
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.9 Annan metallvarutillverkning;25.92 Tillverkning av lättmetallförpackningar;25.920 Tillverkning av lättmetallförpackningar
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.9 Annan metallvarutillverkning;25.93 Tillverkning av metalltrådvaror, kedjor och fjädrar;25.930 Tillverkning av metalltrådvaror, kedjor och fjädrar
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.9 Annan metallvarutillverkning;25.94 Tillverkning av nitar och skruvar;25.940 Tillverkning av nitar och skruvar
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.9 Annan metallvarutillverkning;25.99 Övrig metallvarutillverkning;25.991 Tillverkning av diskbänkar, sanitetsgods m. m. av metall för byggändamål
3. Tillverkning;3.4 Metalltillverkning;10;C Tillverkning;25. Tillverkning av metallvaror utom maskiner och apparater;25.9 Annan metallvarutillverkning;25.99 Övrig metallvarutillverkning;25.999 Diverse övrig metallvarutillverkning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.1 Tillverkning av elektroniska komponenter och kretskort;26.11 Tillverkning av elektroniska komponenter;26.110 Tillverkning av elektroniska komponenter
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.1 Tillverkning av elektroniska komponenter och kretskort;26.12 Tillverkning av kretskort;26.120 Tillverkning av kretskort
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.2 Tillverkning av datorer och kringutrustning;26.20 Tillverkning av datorer och kringutrustning;26.200 Tillverkning av datorer och kringutrustning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.3 Tillverkning av kommunikationsutrustning;26.30 Tillverkning av kommunikationsutrustning;26.300 Tillverkning av kommunikationsutrustning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.4 Tillverkning av hemelektronik;26.40 Tillverkning av hemelektronik;26.400 Tillverkning av hemelektronik
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.5 Tillverkning av instrument och apparater för mätning, provning och navigering samt ur;26.51 Tillverkning av instrument och apparater för mätning, provning och navigering;26.510 Tillverkning av instrument och apparater för mätning, provning och navigering
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.5 Tillverkning av instrument och apparater för mätning, provning och navigering samt ur;26.52 Urtillverkning;26.520 Urtillverkning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.6 Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning;26.60 Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning;26.600 Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.7 Tillverkning av optiska instrument och fotoutrustning;26.70 Tillverkning av optiska instrument och fotoutrustning;26.700 Tillverkning av optiska instrument och fotoutrustning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;26. Tillverkning av datorer, elektronikvaror och optik;26.8 Tillverkning av magnetiska och optiska medier;26.80 Tillverkning av magnetiska och optiska medier;26.800 Tillverkning av magnetiska och optiska medier
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.1 Tillverkning av elmotorer, generatorer och transformatorer samt eldistributions- och elkontrollapparater;27.11 Tillverkning av elmotorer, generatorer och transformatorer;27.110 Tillverkning av elmotorer, generatorer och transformatorer
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.1 Tillverkning av elmotorer, generatorer och transformatorer samt eldistributions- och elkontrollapparater;27.12 Tillverkning av eldistributions- och elkontrollapparater;27.120 Tillverkning av eldistributions- och elkontrollapparater
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.2 Batteri- och ackumulatortillverkning;27.20 Batteri- och ackumulatortillverkning;27.200 Batteri- och ackumulatortillverkning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.3 Tillverkning av ledningar och kablar och kabeltillbehör;27.31 Tillverkning av optiska fiberkablar;27.310 Tillverkning av optiska fiberkablar
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.3 Tillverkning av ledningar och kablar och kabeltillbehör;27.32 Tillverkning av andra elektroniska och elektriska ledningar och kablar;27.320 Tillverkning av andra elektroniska och elektriska ledningar och kablar
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.3 Tillverkning av ledningar och kablar och kabeltillbehör;27.33 Tillverkning av kabeltillbehör;27.330 Tillverkning av kabeltillbehör
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.4 Tillverkning av belysningsarmatur;27.40 Tillverkning av belysningsarmatur;27.400 Tillverkning av belysningsarmatur
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.5 Tillverkning av hushållsmaskiner och hushållsapparater;27.51 Tillverkning av elektriska hushållsmaskiner och hushållsapparater;27.510 Tillverkning av elektriska hushållsmaskiner och hushållsapparater
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.5 Tillverkning av hushållsmaskiner och hushållsapparater;27.52 Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater;27.520 Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;27. Tillverkning av elapparatur;27.9 Tillverkning av annan elapparatur;27.90 Tillverkning av annan elapparatur;27.900 Tillverkning av annan elapparatur
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.1 Tillverkning av maskiner för allmänt ändamål;28.11 Tillverkning av motorer och turbiner utom för luftfartyg och fordon;28.110 Tillverkning av motorer och turbiner utom för luftfartyg och fordon
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.1 Tillverkning av maskiner för allmänt ändamål;28.12 Tillverkning av fluidteknisk utrustning;28.120 Tillverkning av fluidteknisk utrustning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.1 Tillverkning av maskiner för allmänt ändamål;28.13 Tillverkning av andra pumpar och kompressorer;28.130 Tillverkning av andra pumpar och kompressorer
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.1 Tillverkning av maskiner för allmänt ändamål;28.14 Tillverkning av andra kranar och ventiler;28.140 Tillverkning av andra kranar och ventiler
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.1 Tillverkning av maskiner för allmänt ändamål;28.15 Tillverkning av lager, kugghjul och andra delar för kraftöverföring;28.150 Tillverkning av lager, kugghjul och andra delar för kraftöverföring
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.2 Tillverkning av andra maskiner för allmänt ändamål;28.21 Tillverkning av ugnar och brännare;28.210 Tillverkning av ugnar och brännare
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.2 Tillverkning av andra maskiner för allmänt ändamål;28.22 Tillverkning av lyft- och godshanteringsanordningar;28.220 Tillverkning av lyft- och godshanteringsanordningar
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.2 Tillverkning av andra maskiner för allmänt ändamål;28.23 Tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning);28.230 Tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning)
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.2 Tillverkning av andra maskiner för allmänt ändamål;28.24 Tillverkning av motordrivna handverktyg;28.240 Tillverkning av motordrivna handverktyg
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.2 Tillverkning av andra maskiner för allmänt ändamål;28.25 Tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll;28.250 Tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.2 Tillverkning av andra maskiner för allmänt ändamål;28.29 Övrig tillverkning av maskiner för allmänt ändamål;28.290 Övrig tillverkning av maskiner för allmänt ändamål
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.3 Tillverkning av jord- och skogsbruksmaskiner;28.30 Tillverkning av jord- och skogsbruksmaskiner;28.300 Tillverkning av jord- och skogsbruksmaskiner
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.4 Tillverkning av maskiner för metallbearbetning och verktygsmaskiner;28.41 Tillverkning av verktygsmaskiner för metallbearbetning;28.410 Tillverkning av verktygsmaskiner för metallbearbetning
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.4 Tillverkning av maskiner för metallbearbetning och verktygsmaskiner;28.49 Tillverkning av övriga verktygsmaskiner;28.490 Tillverkning av övriga verktygsmaskiner
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.9 Tillverkning av andra specialmaskiner;28.91 Tillverkning av maskiner för metallurgi;28.910 Tillverkning av maskiner för metallurgi
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.9 Tillverkning av andra specialmaskiner;28.92 Tillverkning av gruv-, bergbrytnings- och byggmaskiner;28.920 Tillverkning av gruv-, bergbrytnings- och byggmaskiner
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.9 Tillverkning av andra specialmaskiner;28.93 Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror;28.930 Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.9 Tillverkning av andra specialmaskiner;28.94 Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror;28.940 Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.9 Tillverkning av andra specialmaskiner;28.95 Tillverkning av maskiner för produktion av massa, papper och papp;28.950 Tillverkning av maskiner för produktion av massa, papper och papp
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.9 Tillverkning av andra specialmaskiner;28.96 Tillverkning av maskiner för gummi och plast;28.960 Tillverkning av maskiner för gummi och plast
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;28. Tillverkning av övriga maskiner;28.9 Tillverkning av andra specialmaskiner;28.99 Tillverkning av övriga specialmaskiner;28.990 Tillverkning av övriga specialmaskiner
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;29. Tillverkning av motorfordon, släpfordon och påhängsvagnar;29.1 Motorfordonstillverkning;29.10 Motorfordonstillverkning;29.101 Tillverkning av personbilar och andra lätta motorfordon
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;29. Tillverkning av motorfordon, släpfordon och påhängsvagnar;29.1 Motorfordonstillverkning;29.10 Motorfordonstillverkning;29.102 Tillverkning av lastbilar och andra tunga motorfordon
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;29. Tillverkning av motorfordon, släpfordon och påhängsvagnar;"29.2 Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar";"29.20 Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar";"29.200 Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar"
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;29. Tillverkning av motorfordon, släpfordon och påhängsvagnar;29.3 Tillverkning av delar och tillbehör till motorfordon;29.31 Tillverkning av elektrisk och elektronisk utrustning för motorfordon;29.310 Tillverkning av elektrisk och elektronisk utrustning för motorfordon
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;29. Tillverkning av motorfordon, släpfordon och påhängsvagnar;29.3 Tillverkning av delar och tillbehör till motorfordon;29.32 Tillverkning av andra delar och tillbehör till motorfordon;29.320 Tillverkning av andra delar och tillbehör till motorfordon
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;30. Tillverkning av andra transportmedel;30.1 Byggande av fartyg och båtar;30.11 Byggande av fartyg och flytande materiel;30.110 Byggande av fartyg och flytande materiel
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;30. Tillverkning av andra transportmedel;30.1 Byggande av fartyg och båtar;30.12 Byggande av fritidsbåtar;30.120 Byggande av fritidsbåtar
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;30. Tillverkning av andra transportmedel;30.2 Tillverkning av rälsfordon;30.20 Tillverkning av rälsfordon;30.200 Tillverkning av rälsfordon
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;30. Tillverkning av andra transportmedel;30.3 Tillverkning av luftfartyg, rymdfarkoster o.d.;30.30 Tillverkning av luftfartyg, rymdfarkoster o.d.;30.300 Tillverkning av luftfartyg, rymdfarkoster o.d.
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;30. Tillverkning av andra transportmedel;30.4 Tillverkning av militära stridsfordon;30.40 Tillverkning av militära stridsfordon;30.400 Tillverkning av militära stridsfordon
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;30. Tillverkning av andra transportmedel;30.9 Övrig tillverkning av transportmedel;30.91 Tillverkning av motorcyklar;30.910 Tillverkning av motorcyklar
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;30. Tillverkning av andra transportmedel;30.9 Övrig tillverkning av transportmedel;30.92 Tillverkning av cyklar och invalidfordon;30.920 Tillverkning av cyklar och invalidfordon
3. Tillverkning;3.2 Elektronik- och maskintillverkning;8;C Tillverkning;30. Tillverkning av andra transportmedel;30.9 Övrig tillverkning av transportmedel;30.99 Diverse övrig transportmedelstillverkning;30.990 Diverse övrig transportmedelstillverkning
3. Tillverkning;3.5 Möbeltillverkning;11;C Tillverkning;31. Tillverkning av möbler;31.0 Tillverkning av möbler;31.01 Tillverkning av kontors- och butiksmöbler samt kontors- och butiksinredningar;31.011 Tillverkning av kontors- och butiksmöbler
3. Tillverkning;3.5 Möbeltillverkning;11;C Tillverkning;31. Tillverkning av möbler;31.0 Tillverkning av möbler;31.01 Tillverkning av kontors- och butiksmöbler samt kontors- och butiksinredningar;31.012 Tillverkning av kontors- och butiksinredningar
3. Tillverkning;3.5 Möbeltillverkning;11;C Tillverkning;31. Tillverkning av möbler;31.0 Tillverkning av möbler;31.02 Tillverkning av köksmöbler och köksinredningar;31.021 Tillverkning av köksmöbler
3. Tillverkning;3.5 Möbeltillverkning;11;C Tillverkning;31. Tillverkning av möbler;31.0 Tillverkning av möbler;31.02 Tillverkning av köksmöbler och köksinredningar;31.022 Tillverkning av köksinredningar
3. Tillverkning;3.5 Möbeltillverkning;11;C Tillverkning;31. Tillverkning av möbler;31.0 Tillverkning av möbler;31.03 Tillverkning av madrasser;31.030 Tillverkning av madrasser
3. Tillverkning;3.5 Möbeltillverkning;11;C Tillverkning;31. Tillverkning av möbler;31.0 Tillverkning av möbler;31.09 Tillverkning av andra möbler;31.090 Tillverkning av andra möbler
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.1 Tillverkning av smycken, guld- och silversmedsvaror samt bijouterier;32.11 Prägling av mynt;32.110 Prägling av mynt
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.1 Tillverkning av smycken, guld- och silversmedsvaror samt bijouterier;32.12 Tillverkning av smycken, guld- och silversmedsvaror;32.120 Tillverkning av smycken, guld- och silversmedsvaror
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.1 Tillverkning av smycken, guld- och silversmedsvaror samt bijouterier;32.13 Tillverkning av bijouterier o.d.;32.130 Tillverkning av bijouterier o.d.
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.2 Tillverkning av musikinstrument;32.20 Tillverkning av musikinstrument;32.200 Tillverkning av musikinstrument
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.3 Tillverkning av sportartiklar;32.30 Tillverkning av sportartiklar;32.300 Tillverkning av sportartiklar
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.4 Tillverkning av spel och leksaker;32.40 Tillverkning av spel och leksaker;32.400 Tillverkning av spel och leksaker
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.5 Tillverkning av medicinsk och dental utrustning;32.50 Tillverkning av medicinsk och dental utrustning;32.501 Tillverkning av medicinska och dentala instrument och tillbehör
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.5 Tillverkning av medicinsk och dental utrustning;32.50 Tillverkning av medicinsk och dental utrustning;32.502 Tillverkning av tandproteser
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.9 Övrig tillverkning;32.91 Tillverkning av borstbinderiarbeten;32.910 Tillverkning av borstbinderiarbeten
3. Tillverkning;3.9 Övrig tillverkning;15;C Tillverkning;32. Annan tillverkning;32.9 Övrig tillverkning;32.99 Diverse övrig tillverkning;32.990 Diverse övrig tillverkning
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.1 Reparation av metallvaror, maskiner och apparater;33.11 Reparation av metallvaror;33.110 Reparation av metallvaror
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.1 Reparation av metallvaror, maskiner och apparater;33.12 Reparation av maskiner;33.120 Reparation av maskiner
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.1 Reparation av metallvaror, maskiner och apparater;33.13 Reparation av elektronisk och optisk utrustning;33.130 Reparation av elektronisk och optisk utrustning
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.1 Reparation av metallvaror, maskiner och apparater;33.14 Reparation av elapparatur;33.140 Reparation av elapparatur
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.1 Reparation av metallvaror, maskiner och apparater;33.15 Reparation och underhåll av fartyg och båtar;33.150 Reparation och underhåll av fartyg och båtar
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.1 Reparation av metallvaror, maskiner och apparater;33.16 Reparation och underhåll av luftfartyg och rymdfarkoster;33.160 Reparation och underhåll av luftfartyg och rymdfarkoster
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.1 Reparation av metallvaror, maskiner och apparater;33.17 Reparation och underhåll av andra transportmedel;33.170 Reparation och underhåll av andra transportmedel
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.1 Reparation av metallvaror, maskiner och apparater;33.19 Reparation av annan utrustning;33.190 Reparation av annan utrustning
3. Tillverkning;3.6 Reparation;12;C Tillverkning;33. Reparation och installation av maskiner och apparater;33.2 Installation av industrimaskiner och -utrustning;33.20 Installation av industrimaskiner och -utrustning;33.200 Installation av industrimaskiner och -utrustning
4. Energi och vatten;4.1 Övrig energi och vatten;16;D Försörjning av el, gas, värme och kyla;35. Försörjning av el, gas, värme och kyla;35.1 Generering, överföring och distribution av elkraft;35.11 Generering av elektricitet;35.110 Generering av elektricitet
4. Energi och vatten;4.1 Övrig energi och vatten;16;D Försörjning av el, gas, värme och kyla;35. Försörjning av el, gas, värme och kyla;35.1 Generering, överföring och distribution av elkraft;35.12 Överföring av elektricitet;35.120 Överföring av elektricitet
4. Energi och vatten;4.1 Övrig energi och vatten;16;D Försörjning av el, gas, värme och kyla;35. Försörjning av el, gas, värme och kyla;35.1 Generering, överföring och distribution av elkraft;35.13 Distribution av elektricitet;35.130 Distribution av elektricitet
4. Energi och vatten;4.1 Övrig energi och vatten;16;D Försörjning av el, gas, värme och kyla;35. Försörjning av el, gas, värme och kyla;35.1 Generering, överföring och distribution av elkraft;35.14 Handel med elektricitet;35.140 Handel med elektricitet
4. Energi och vatten;4.1 Övrig energi och vatten;16;D Försörjning av el, gas, värme och kyla;35. Försörjning av el, gas, värme och kyla;"35.2 Gasförsörjning; distribution av gasformiga bränslen via rörnät";35.21 Framställning av gas;35.210 Framställning av gas
4. Energi och vatten;4.1 Övrig energi och vatten;16;D Försörjning av el, gas, värme och kyla;35. Försörjning av el, gas, värme och kyla;"35.2 Gasförsörjning; distribution av gasformiga bränslen via rörnät";35.22 Distribution av gasformiga bränslen via rörnät;35.220 Distribution av gasformiga bränslen via rörnät
4. Energi och vatten;4.1 Övrig energi och vatten;16;D Försörjning av el, gas, värme och kyla;35. Försörjning av el, gas, värme och kyla;"35.2 Gasförsörjning; distribution av gasformiga bränslen via rörnät";35.23 Handel med gas via rörnät;35.230 Handel med gas via rörnät
4. Energi och vatten;4.1 Övrig energi och vatten;16;D Försörjning av el, gas, värme och kyla;35. Försörjning av el, gas, värme och kyla;35.3 Försörjning av värme och kyla;35.30 Försörjning av värme och kyla;35.300 Försörjning av värme och kyla
4. Energi och vatten;4.1 Övrig energi och vatten;16;"E Vattenförsörjning; avloppsrening, avfallshantering och sanering";36. Vattenförsörjning;36.0 Vattenförsörjning;36.00 Vattenförsörjning;36.001 Grundvattenförsörjning
4. Energi och vatten;4.1 Övrig energi och vatten;16;"E Vattenförsörjning; avloppsrening, avfallshantering och sanering";36. Vattenförsörjning;36.0 Vattenförsörjning;36.00 Vattenförsörjning;36.002 Ytvattenförsörjning
4. Energi och vatten;4.1 Övrig energi och vatten;16;"E Vattenförsörjning; avloppsrening, avfallshantering och sanering";37. Avloppsrening;37.0 Avloppsrening;37.00 Avloppsrening;37.000 Avloppsrening
4. Energi och vatten;4.1 Övrig energi och vatten;16;"E Vattenförsörjning; avloppsrening, avfallshantering och sanering";"38. Avfallshantering; återvinning";38.1 Insamling av avfall;38.11 Insamling av icke-farligt avfall;38.110 Insamling av icke-farligt avfall
4. Energi och vatten;4.1 Övrig energi och vatten;16;"E Vattenförsörjning; avloppsrening, avfallshantering och sanering";"38. Avfallshantering; återvinning";38.1 Insamling av avfall;38.12 Insamling av farligt avfall;38.120 Insamling av farligt avfall
4. Energi och vatten;4.1 Övrig energi och vatten;16;"E Vattenförsörjning; avloppsrening, avfallshantering och sanering";"38. Avfallshantering; återvinning";38.2 Behandling och bortskaffande av avfall;38.21 Behandling och bortskaffande av icke-farligt avfall;38.210 Behandling och bortskaffande av icke-farligt avfall
